255	0.00784314
510	0.00392157
765	0.00261438
1020	0.00196078
1275	0.00156863
1530	0.00130719
1785	0.00112045
2040	0.000980392
2295	0.00087146
2550	0.000784314
2805	0.000713012
3060	0.000653595
3315	0.000603318
3570	0.000560224
3825	0.000522876
4080	0.000490196
4335	0.000461361
4590	0.00043573
4845	0.000412797
5100	0.000392157
5355	0.000373483
5610	0.000356506
5865	0.000341006
6120	0.000326797
6375	0.000313725
6630	0.000301659
6885	0.000290487
7140	0.000280112
7395	0.000270453
7650	0.000261438
7905	0.000253004
8160	0.000245098
