255	0.00562704
510	0.00256345
765	0.00190571
1020	0.00158521
1275	0.00139399
1530	0.0012679
1785	0.00117961
2040	0.00111533
2295	0.0010673
2550	0.00103082
2805	0.00100292
3060	0.000981608
3315	0.000965554
3570	0.000953847
3825	0.000945872
4080	0.000941234
4335	0.000939712
4590	0.000941234
4845	0.000945872
5100	0.000953847
5355	0.000965554
5610	0.000981608
5865	0.00100292
6120	0.00103082
6375	0.0010673
6630	0.00111533
6885	0.00117961
7140	0.0012679
7395	0.00139399
7650	0.00158521
7905	0.00190571
8160	0.00256345
