0 0 0 -0 -0
0.125 0.0415886 0.932415 -0.0271841 -0.0314744
0.25 0.158433 3.55206 -0.103559 -0.119902
0.375 0.326768 7.32612 -0.21359 -0.247299
0.5 0.506985 11.3666 -0.331387 -0.383687
0.625 0.643633 14.4302 -0.420707 -0.487103
0.75 0.665418 14.9186 -0.434946 -0.50359
0.875 0.4852 10.8782 -0.317148 -0.367201
1 0 0 -0 -0
