1	-1082.54
2	-1091.5
3	-1085.87
4	-1096.02
5	-1084.34
6	-1081.99
7	-1082.76
8	-1095.44
9	-1097.74
10	-1099.02
11	-1097.83
12	-1090.13
13	-1087.87
14	-1083.68
15	-1079.05
16	-1067.08
17	-1067.36
18	-1065.88
19	-1060.67
20	-1065.35
21	-1074.16
22	-1084.27
23	-1084.64
24	-1076.02
25	-1074.79
26	-1079.97
27	-1073.3
28	-1070.26
29	-1073.38
30	-1069.57
31	-1070.53
32	-1073.8
33	-1079.41
34	-1068.58
35	-1065.23
36	-1061.68
37	-1064.87
38	-1068.34
39	-1066.33
40	-1056.93
41	-1049.34
42	-1051.23
43	-1053.93
44	-1065.15
45	-1063.34
46	-1055.9
47	-1054.25
48	-1054.29
49	-1063.4
50	-1077.69
51	-1073.56
52	-1073.17
53	-1076.67
54	-1080.09
55	-1083.11
56	-1073.83
57	-1072.45
58	-1063.94
59	-1062.16
60	-1077.12
61	-1071.76
62	-1086.25
63	-1093.14
64	-1090.35
65	-1089.16
66	-1084.12
67	-1100
68	-1090.25
69	-1087.98
70	-1084.14
71	-1075.86
72	-1069.4
73	-1079.13
74	-1088.87
75	-1094.42
76	-1090.08
77	-1094.25
78	-1098.26
79	-1109.03
80	-1112.89
81	-1111.73
82	-1115.6
83	-1117.62
84	-1117.51
85	-1112.12
86	-1118.69
87	-1113.73
88	-1100.83
89	-1089.38
90	-1091.99
91	-1092.65
92	-1088.99
93	-1086.17
94	-1084.91
95	-1085.76
96	-1083.52
97	-1090.99
98	-1090.54
99	-1101.38
100	-1109
101	-1114.25
102	-1109.69
103	-1112.91
104	-1120.27
105	-1126.24
106	-1119.74
107	-1117.14
108	-1117.24
109	-1120.78
110	-1122.29
111	-1120.58
112	-1116.02
113	-1114.53
114	-1107.68
115	-1104.56
116	-1106.83
117	-1108.39
118	-1103
119	-1100.89
120	-1104.75
121	-1104.11
122	-1101.5
123	-1106.42
124	-1112.37
125	-1113.82
126	-1115.88
127	-1116.34
128	-1122.72
129	-1118.76
130	-1118.29
131	-1120.31
132	-1119.46
133	-1132.09
134	-1142.47
135	-1142.99
136	-1137.6
137	-1139.03
138	-1140.04
139	-1127.62
140	-1133.06
141	-1138.39
142	-1144.56
143	-1144.2
144	-1143.59
145	-1132.28
146	-1138.11
147	-1136.84
148	-1131.24
149	-1130.39
150	-1138.79
151	-1147.19
152	-1147.6
153	-1150.18
154	-1145.38
155	-1148.21
156	-1140.6
157	-1152.14
158	-1149.97
159	-1152.04
160	-1155.73
161	-1160.51
162	-1149.99
163	-1158.93
164	-1154.99
165	-1168.8
166	-1165.64
167	-1156.43
168	-1153.9
169	-1152.99
170	-1151.13
171	-1152.76
172	-1150.87
173	-1147.4
174	-1157.76
175	-1161.96
176	-1161.56
177	-1157.12
178	-1157.76
179	-1157.24
180	-1155.62
181	-1158.47
182	-1157.31
183	-1166.7
184	-1170.67
185	-1168.07
186	-1171.02
187	-1169.73
188	-1180.52
189	-1178.62
190	-1185.25
191	-1193.87
192	-1195.11
193	-1195.87
194	-1198.42
195	-1194.4
196	-1195.34
197	-1207.05
198	-1193.67
199	-1200.03
200	-1206.13
201	-1205.78
202	-1203.83
203	-1203.34
204	-1217.2
205	-1210.99
206	-1206.55
207	-1205.4
208	-1205.38
209	-1199.46
210	-1204.33
211	-1206.02
212	-1219.78
213	-1222.45
214	-1226.13
215	-1221.73
216	-1231.53
217	-1230.1
218	-1235.4
219	-1232.77
220	-1242.18
221	-1229.53
222	-1232.88
223	-1229.79
224	-1223.53
225	-1227.41
226	-1224.87
227	-1216.07
228	-1220.99
229	-1218.53
230	-1223.12
231	-1226.06
232	-1223.65
233	-1219.24
234	-1211.59
235	-1216.76
236	-1217.06
237	-1216.77
238	-1221.96
239	-1219.87
240	-1216.62
241	-1216.85
242	-1211.99
243	-1207.51
244	-1200.29
245	-1199.25
246	-1206.34
247	-1210.32
248	-1213.38
249	-1210.39
250	-1207.73
251	-1202.91
252	-1200.42
253	-1195.85
254	-1187.38
255	-1172.6
256	-1171.72
257	-1168.44
258	-1168.83
259	-1159.94
260	-1157.73
261	-1156.81
262	-1160.28
263	-1155.39
264	-1147.45
265	-1142.58
266	-1136.88
267	-1131.73
268	-1133.89
269	-1127.23
270	-1130.87
271	-1129.09
272	-1132.07
273	-1131.82
274	-1126.85
275	-1125.44
276	-1120.52
277	-1124.11
278	-1122.89
279	-1126.35
280	-1131.95
281	-1135.86
282	-1128.52
283	-1122.51
284	-1119.72
285	-1126.88
286	-1121.85
287	-1129.97
288	-1125.85
289	-1131.92
290	-1127.29
291	-1126.55
292	-1126.06
293	-1118.04
294	-1120.64
295	-1117.83
296	-1125.72
297	-1139.09
298	-1139.26
299	-1136.7
300	-1139.02
301	-1143.3
302	-1139.84
303	-1151.58
304	-1140.32
305	-1141.1
306	-1141.82
307	-1137.92
308	-1138.56
309	-1134.61
310	-1138.21
311	-1136.03
312	-1138.47
313	-1147.23
314	-1143.85
315	-1138.71
316	-1140.59
317	-1135.98
318	-1136.04
319	-1128.73
320	-1122.98
321	-1125.27
322	-1118.92
323	-1116.15
324	-1113.33
325	-1115.87
326	-1117.01
327	-1111.73
328	-1107.67
329	-1115.69
330	-1118.29
331	-1117.25
332	-1108.42
333	-1106.77
334	-1107.91
335	-1112.81
336	-1110.64
337	-1110.07
338	-1104.9
339	-1099.91
340	-1096.08
341	-1098.82
342	-1098.19
343	-1100.31
344	-1097.06
345	-1098
346	-1087.6
347	-1082.01
348	-1081.52
349	-1082.65
350	-1071.83
351	-1079.02
352	-1074.27
353	-1071.96
354	-1073.3
355	-1078.92
356	-1081.69
357	-1077.92
358	-1076.66
359	-1072.34
360	-1075.18
361	-1075.95
362	-1065.09
363	-1071.77
364	-1066.56
365	-1072.94
366	-1064.15
367	-1058.96
368	-1057.49
369	-1056.11
370	-1063.13
371	-1071.01
372	-1068.98
